scout,match,robot,team,start,show,move,auto_coral_L1_num,auto_coral_L2_num,auto_coral_L3_num,auto_coral_L4_num,auto_coral_missed,robot_reef_removal,robot_algae_picked,robot_net_score,robot_net_miss,proc_score,coral_L1_num,coral_L2_num,coral_L3_num,coral_L4_num,tele_missed,climb_attempt,ending,climb_time,fouls,defense,driver,dead,comments,commentOpen
YZ,45,R1,4286,R3,TRUE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,Was taken off the field
Frank,45,B2,449,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,8,0,0,0,FALSE,P,TRUE,0,0,4,NA,,Cooked. But good try.
AZ,45,R2,4472,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,4,0,0,FALSE,P,FALSE,0,0,3,NA,,
ADK,45,B3,1522,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,2,0,0,4,0,0,FALSE,P,FALSE,0,0,3,NA,,
ADK,46,B3,614,R2,FALSE,TRUE,1,0,0,0,0,FALSE,TRUE,0,0,3,5,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
AW,46,R3,3373,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,1,2,0,TRUE,P,FALSE,0,0,3,NA,,Poor balance
YZ,46,R1,1731,R1,FALSE,TRUE,0,0,0,2,0,FALSE,FALSE,0,0,0,0,0,3,4,0,TRUE,D,FALSE,0,0,4,NA,,Multiple corals knocked out by defense
BH,46,B1,346,R3,FALSE,TRUE,0,0,0,1,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,An algae got stuck they dealt with great Defense
AZ,46,R2,10257,R2,FALSE,TRUE,0,0,0,0,0,FALSE,TRUE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,1,NA,,"Really weird driving, tried to defend the defense?"
SZ,46,B2,8592,R1,FALSE,TRUE,0,0,0,1,0,TRUE,FALSE,0,0,0,0,0,5,5,0,TRUE,D,FALSE,0,0,5,NA,,woah!!
AW,47,R3,9214,R2,FALSE,TRUE,1,0,0,0,0,TRUE,FALSE,0,0,0,0,1,3,0,0,FALSE,No,FALSE,0,0,2,NA,,Na
YZ,47,R1,3258,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,3,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
SZ,47,B2,339,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,1,1,0,0,FALSE,No,FALSE,0,0,4,NA,,Dropped coral a lot
ADK,47,B3,539,R2,FALSE,TRUE,1,0,0,0,0,FALSE,TRUE,0,0,2,2,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,Dropped a lot while intaking
BH,47,B1,1262,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,1,3,0,0,FALSE,P,FALSE,0,0,3,NA,,Great at algae cannot do L4
KO,47,R2,1895,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,4,0,FALSE,No,FALSE,0,0,4,NA,,Wobbly intake
YZ,48,R1,9003,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,4,3,0,FALSE,P,FALSE,0,0,4,NA,,
BH,48,B1,540,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,2,7,0,0,FALSE,No,FALSE,0,0,3,NA,,
ADK,48,B3,4286,R2,TRUE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
SZ,48,B2,449,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,9,0,0,0,FALSE,P,FALSE,0,0,5,NA,,yippee
AY,48,R2,6326,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,
ADK,49,B3,10224,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,2,0,1,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
Frank,49,B2,1731,R3,FALSE,TRUE,0,0,0,3,0,FALSE,FALSE,0,0,0,0,3,5,2,0,TRUE,D,TRUE,0,0,5,NA,,
FL,49,B1,404,R2,FALSE,TRUE,0,0,0,0,0,TRUE,TRUE,0,0,5,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,
AW,49,R2,1086,R2,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,0,0,1,0,2,3,0,0,FALSE,No,FALSE,0,0,3,NA,,
FL,50,B1,2988,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
Frank,50,B2,4505,R2,FALSE,TRUE,1,0,0,0,0,FALSE,FALSE,0,0,0,1,0,1,2,0,FALSE,No,FALSE,0,0,3,NA,,
AW,50,R2,617,,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
JY,50,R3,1522,R3,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,0,0,1,0,0,3,0,0,TRUE,P,FALSE,0,0,3,NA,,
ADK,50,B3,5724,R1,FALSE,TRUE,0,0,0,0,0,TRUE,TRUE,0,0,3,0,1,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
AW,51,R2,10370,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
FL,51,B1,1599,R3,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,1,3,0,0,TRUE,D,FALSE,0,0,2,NA,,
ADK,51,B3,5804,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,3,0,0,FALSE,P,FALSE,0,0,2,NA,,
Frank,51,B2,4472,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,2,1,2,0,0,0,FALSE,P,FALSE,0,0,3,NA,,
JY,51,R3,2998,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,11,0,0,0,0,FALSE,No,FALSE,0,0,4,NA,,
FL,52,B1,3258,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,5,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,Kept trying to score coral and failing
AW,52,R2,9003,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,2,3,1,1,0,FALSE,P,FALSE,0,0,4,NA,,Pretty slow also I don?t owe Jeffery ji skittles
Frank,52,B2,6326,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,1,NA,,Probably no opposite side reef
ADK,52,B3,3373,,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,4,0,TRUE,D,TRUE,0,0,2,NA,,2/5 defense
DK,52,R1,539,R2,FALSE,TRUE,1,0,0,0,0,FALSE,TRUE,0,0,2,4,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,"decent cycling, slow elevator"
JY,52,R3,8592,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,2,0,0,0,1,3,0,FALSE,No,FALSE,0,0,5,NA,,Dropped a lot while intaking
JY,53,R3,1086,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,3,3,0,0,FALSE,No,FALSE,0,0,4,NA,,
ADK,53,B3,617,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
FL,53,B1,9709,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,1,0,0,FALSE,P,FALSE,0,0,3,NA,,
DK,53,R1,2106,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,1,1,1,3,4,0,TRUE,P,FALSE,0,0,4,NA,,
TA,53,B2,4286,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
AW,53,R2,346,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,1,0,0,0,FALSE,P,FALSE,0,0,2,NA,,
SZ,54,B2,5804,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,1,2,1,0,FALSE,P,FALSE,0,0,5,NA,,
FL,54,B1,10370,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,6,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,
Frank,54,R1,1522,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,2,0,4,0,0,FALSE,No,FALSE,0,0,3,NA,,
ADK,54,B3,10257,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,2,NA,,
JY,54,R3,4472,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,1,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,
AW,54,R2,4505,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,2,0,FALSE,P,FALSE,0,0,3,NA,,
AW,55,R2,6802,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,TRUE,P,FALSE,0,0,3,NA,,
SZ,55,B2,1599,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,1,2,0,0,0,TRUE,D,FALSE,0,0,5,NA,,
Frank,55,R1,449,R1,FALSE,TRUE,0,0,0,2,0,FALSE,FALSE,0,0,0,0,3,2,5,0,FALSE,P,FALSE,0,0,4,NA,,
FL,55,B1,2988,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
JY,55,R3,1262,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,2,4,0,0,FALSE,P,FALSE,0,0,4,NA,,
ADK,55,B3,1731,R2,FALSE,TRUE,0,0,0,3,0,FALSE,FALSE,0,0,0,0,0,0,7,0,TRUE,P,FALSE,0,0,3,NA,,
FL,56,B1,3361,R2,FALSE,FALSE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,2/5 defense
AW,56,R2,339,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,2,0,0,FALSE,No,FALSE,0,0,4,NA,,Na
ADK,56,B3,540,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,6,5,0,0,FALSE,No,FALSE,0,0,3,NA,,
Frank,56,R1,2998,R2,FALSE,TRUE,1,0,0,0,0,FALSE,FALSE,0,0,0,7,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,L1 main. Kinda basic af.
JY,56,R3,5724,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,2,0,1,0,0,0,FALSE,P,FALSE,0,0,3,NA,,"flimsy arm, unreliable transfer, handles algae"
JJ,56,B2,9214,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,3,2,0,0,FALSE,No,FALSE,0,0,2,NA,,Auto ran into the barge support 
KO,57,R3,10257,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,Decent defense on far side
AY,57,B1,10224,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,1,0,5,0,0,FALSE,P,FALSE,0,0,3,NA,,Bad L4
AW,57,R2,404,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,7,0,0,0,0,0,FALSE,No,FALSE,0,0,5,NA,,Na
ADK,57,B3,9003,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,5,0,TRUE,P,FALSE,0,0,2,NA,,Slow scorer
AZ,57,B2,614,R2,FALSE,TRUE,1,0,0,0,0,TRUE,TRUE,2,0,0,5,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,No elevator; sticked to floor
DK,57,R1,1895,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,0,0,5,0,FALSE,P,FALSE,0,0,2,NA,,Hella slow; mid but L4 main; wobbly manip; 
AY,58,B1,6802,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,1,3,0,FALSE,D,TRUE,0,0,3,NA,,"Good deep climb, bad cycle"
SZ,58,B2,10370,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,2,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,"Played defense second half, not that great at it"
KO,58,R3,2988,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,2,NA,,"Bad D, died 75s into teleop "
AW,58,R2,8592,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,4,2,0,FALSE,P,FALSE,0,0,4,NA,,Aligning wasn?t working well
ADK,58,B3,2106,R2,FALSE,TRUE,0,0,0,1,0,TRUE,FALSE,0,0,0,0,0,2,8,0,FALSE,P,FALSE,0,0,4,NA,,Choose not to go for climb
DK,58,R1,1262,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,2,1,0,0,FALSE,P,FALSE,0,0,1,NA,,Inefficient coral intake; main L1-3
DK,59,R1,6326,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,Mid Defense
AW,59,R2,5724,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,1,1,0,0,FALSE,P,FALSE,0,0,2,NA,,Na
AY,59,B1,9709,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,1,0,0,FALSE,P,FALSE,0,0,2,NA,,Played defense in middle
KO,59,R3,1522,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,1,0,5,0,0,FALSE,P,FALSE,0,0,3,NA,,Slow elevator
ES,59,B3,617,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,4,6,0,0,FALSE,No,FALSE,0,0,3,NA,,Good at l3&2 very consistent all other aspects mid
SZ,59,B2,2998,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,6,0,0,0,0,FALSE,No,FALSE,0,0,4,NA,,Robot couldn?t move well sometimes
KO,60,R3,346,R1,FALSE,TRUE,0,0,0,1,0,FALSE,FALSE,0,0,0,0,0,0,2,0,FALSE,P,FALSE,0,0,4,NA,,Intake broke
SZ,60,B2,3361,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,"Got pushed in auto, not great defense"
ES,60,B3,614,,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,3,2,0,0,0,TRUE,P,FALSE,0,0,3,NA,,Missed l1  ground coral intake
JY,60,R1,3258,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,3,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,"kitbot w swerve, L1 only but decent cycling"
AY,60,B1,614,R2,FALSE,TRUE,1,0,0,0,0,TRUE,FALSE,0,0,0,4,2,0,0,0,FALSE,No,FALSE,0,0,3,NA,,N/a
GL,60,R2,539,R3,FALSE,TRUE,1,0,0,0,0,FALSE,FALSE,0,0,0,8,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,
AY,61,B1,1086,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,1,5,1,0,FALSE,No,FALSE,0,0,4,NA,,
KO,61,R3,4286,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,Parked 30s into teleop
GL,61,R2,4505,R1,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,"Far side, in between 2 bots. "
RL,61,B3,1731,R3,FALSE,TRUE,0,0,0,3,0,TRUE,FALSE,0,0,0,0,4,1,4,0,TRUE,D,FALSE,0,0,4,NA,,"So smooth, so fresta"
AZ,61,B2,1086,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,3,3,1,0,FALSE,P,FALSE,0,0,5,NA,,Bad intake but good driver 
JY,61,R1,9214,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,3,0,0,FALSE,No,FALSE,0,0,2,NA,,"slow cycling, VERY NOT TOUCHITOWNIT INTAKE"
KO,62,R3,617,,TRUE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
GL,62,R2,3373,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,2,0,TRUE,P,FALSE,0,0,3,NA,,Had alignment issue from chute to manip
RL,62,B3,5804,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,3,0,5,0,FALSE,P,FALSE,0,0,4,NA,,"Minor l4 trouble, good overall"
SZ,62,B2,10224,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,2,0,0,2,0,0,FALSE,No,FALSE,0,0,5,NA,, 
AY,62,B1,449,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,1,4,8,0,FALSE,P,FALSE,0,0,5,NA,,Fast cycles
JY,62,R1,339,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,5,0,0,0,FALSE,P,FALSE,0,0,3,NA,,unreliable intaking /alignment
GL,63,R2,346,R1,FALSE,TRUE,2,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,"Got algae stuck, played decent defense "
KO,63,R3,3361,R3,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,1 miss; coral stuck 30s into teleop
AY,63,B1,1599,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,2,1,0,0,TRUE,D,TRUE,0,0,2,NA,,
SZ,63,B2,2106,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,1,0,1,0,0,1,6,0,FALSE,P,FALSE,0,0,5,NA,, 
JY,63,R1,4472,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,1,0,0,1,0,0,FALSE,P,FALSE,0,0,3,NA,,slow intake
AZ,63,B3,9709,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,2,2,0,0,FALSE,No,FALSE,0,0,3,NA,,
AY,64,B1,3258,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,4,NA,,Played d
SZ,64,B2,540,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,5,6,0,0,FALSE,No,FALSE,0,0,5,NA,, 
GL,64,R2,1262,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,2,2,0,0,FALSE,No,FALSE,0,0,3,NA,,
KO,64,R3,10370,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,6,0,0,0,0,FALSE,P,FALSE,0,0,3,NA,,Decent cycle speed 
JY,64,R1,4505,R2,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,No,FALSE,0,0,2,NA,,unreliable elevator and intake
AZ,64,B3,614,R2,FALSE,TRUE,1,0,0,0,0,TRUE,TRUE,0,0,3,3,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,Good with algae and l1 coral
KO,65,R3,9214,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,2,0,0,FALSE,P,FALSE,0,0,4,NA,,Unsure about L2
JY,65,R1,3373,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,4,0,TRUE,D,FALSE,0,0,3,NA,,intake and deposit unreliable
AY,65,B1,6802,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,3,0,TRUE,D,TRUE,0,0,4,NA,,
AW,65,B3,404,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,10,0,0,0,0,0,FALSE,No,FALSE,0,0,5,NA,,Na
GL,65,R2,5804,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,1,3,2,0,0,FALSE,No,FALSE,0,0,3,NA,,None
SZ,65,B2,9003,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,3,4,0,0,FALSE,P,FALSE,0,0,5,NA,,Kind of slow
RX,66,R3,1731,R1,FALSE,TRUE,0,0,0,2,0,TRUE,FALSE,0,0,0,0,0,0,8,0,TRUE,D,TRUE,0,0,5,NA,,Intake broken yet good performance
SZ,66,B2,1895,R2,FALSE,TRUE,1,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,No,FALSE,0,0,4,NA,,Kind of wobbly
AW,66,B3,2988,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,Defense:2 kept fouling
GL,66,R2,6326,R3,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,4,NA,,Defense GOAT
AZ,66,B1,10224,R3,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,4,2,0,FALSE,P,FALSE,0,0,4,NA,,
SBS,66,R1,2998,R2,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,8,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,One of the L1s may have fallen out
SZ,67,B2,539,R2,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,
AW,67,B3,617,R3,FALSE,FALSE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,1,NA,,Didn?t have anything
RX,67,B1,5724,R1,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,1,0,1,1,0,0,FALSE,P,FALSE,0,0,3,NA,,Decent driver but crashed robot
KO,67,R3,10257,R2,FALSE,TRUE,0,0,0,0,0,TRUE,FALSE,0,0,0,0,0,0,0,0,FALSE,No,FALSE,0,0,3,NA,,Couple misses; slow elevator
GL,67,R2,4286,R1,FALSE,TRUE,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,0,FALSE,P,FALSE,0,0,2,NA,,Mid Defense
SBS,67,R1,1599,R3,FALSE,TRUE,1,0,0,0,0,TRUE,FALSE,0,0,0,1,0,3,0,0,TRUE,D,FALSE,0,0,3,NA,,Intake was iffy